file_year,category,rank,name,year,high_school,city_state,position,totaltdnum,rushingtdnum,receivingtdnum,fumblereturnedtdnum,intreturnedtdnum,puntreturnedtdnum,kickoffreturnedtdnum,tdspergame,gamesplayed
2018,"offense,touchdowns",71,Elijah Hall,Senior,"San Gorgonio (San Bernardino, CA)","(San Bernardino, CA)",RB,37,29,8,,,,,2.3,16
2018,"offense,touchdowns",72,Jay'veon Sunday,Junior,"Connally (Waco, TX)","(Waco, TX)",RB,36,36,,,,,,3.0,12
2018,"offense,touchdowns",73,Blade Horton,Senior,Coalgate (OK),(OK),"RB, MLB",36,35,2,,,,,3.0,12
2018,"offense,touchdowns",74,Elijah Burris,Junior,"Mountain Island Charter (Mt. Holly, NC)","(Mt. Holly, NC)","RB, LB",36,34,2,,,,,3.0,12
2018,"offense,touchdowns",75,Jay Stanton,Senior,Crestview (FL),(FL),"RB, CB",36,33,1,0,0,2,0,2.8,13
2018,"offense,touchdowns",76,Chris Puga,Senior,Caruthers (CA),(CA),"RB, FS",36,36,,,,,,2.8,13
2018,"offense,touchdowns",77,Josh Mcconnell,Senior,"Summit Christian Academy (Lee's Summit, MO)","(Lee's Summit, MO)","RB, CB",36,34,2,0,1,4,2,2.8,13
2018,"offense,touchdowns",78,Travys Davis,Senior,"Artesia (Lakewood, CA)","(Lakewood, CA)","RB, SB",36,29,6,,,,1,2.8,13
2018,"offense,touchdowns",79,Michael Kamps,Senior,"Ripon Christian (Ripon, CA)","(Ripon, CA)","RB, OLB",36,28,8,,,,,2.8,13
2018,"offense,touchdowns",80,Bijan Robinson,Junior,"Salpointe Catholic (Tucson, AZ)","(Tucson, AZ)",RB,36,35,1,,,,,2.8,13
2018,"offense,touchdowns",81,Tyrese(shady) Blake,Junior,"Northwest Cabarrus (Concord, NC)","(Concord, NC)","RB, SB",36,33,2,,,,1,2.6,14
2018,"offense,touchdowns",82,Rylee Anderson,Junior,Robbinsville (NC),(NC),"RB, CB",36,32,3,0,0,0,1,2.6,14
2018,"offense,touchdowns",83,Demarkcus Bowman,Junior,Lakeland (FL),(FL),"RB, SB",36,36,,,,,,2.4,15
2018,"offense,touchdowns",84,Lontrelle Diggs,Senior,"Grace Brethren (Simi Valley, CA)","(Simi Valley, CA)",RB,36,36,,,,,,2.3,16
2018,"offense,touchdowns",85,Anthony Watkins,Senior,"South Hills (Fort Worth, TX)","(Fort Worth, TX)",RB,35,34,1,,,,,3.5,10
2018,"offense,touchdowns",86,Anthodius Ashley,Senior,"Fairfax (Laveen, AZ)","(Laveen, AZ)",RB,35,34,1,,,,,3.5,10
2018,"offense,touchdowns",87,Quamon Davis,Senior,"Biggersville (Corinth, MS)","(Corinth, MS)","WR, RB",35,23,5,,2,4,1,3.5,10
2018,"offense,touchdowns",88,Antavious Willis,Senior,"Velma Jackson (Camden, MS)","(Camden, MS)",QB,35,31,4,,,,,3.5,10
2018,"offense,touchdowns",89,Dailon Smith,Senior,"West Sabine (Pineland, TX)","(Pineland, TX)",ATH,35,35,0,,,,,3.2,11
2018,"offense,touchdowns",90,Tristan Turano,Senior,Westerly (RI),(RI),,35,35,,,,,,3.2,11
2018,"offense,touchdowns",91,Max Shaw,Senior,"Thomas Jefferson (Jefferson Hills, PA)","(Jefferson Hills, PA)","RB, OLB",35,35,,,,,,3.2,11
2018,"offense,touchdowns",92,Hunter America,Junior,"Doddridge County (West Union, WV)","(West Union, WV)","RB, LB",35,35,,,,,,3.2,11
2018,"offense,touchdowns",93,Dawson Basinger,Senior,"North Central (Farmersburg, IN)","(Farmersburg, IN)","RB, MLB",35,30,3,1,,,1,3.2,11
2018,"offense,touchdowns",94,Jai Williams,Junior,"Ascension Catholic (Donaldsonville, LA)","(Donaldsonville, LA)","RB, OLB",35,32,1,,,2,,2.9,12
2018,"offense,touchdowns",95,Ryan Camacho,Senior,"West Ranch (Valencia, CA)","(Valencia, CA)","WR, CB",35,28,5,,1,,1,2.9,12
2018,"offense,touchdowns",96,Jada Byers,Junior,"St. Joseph (Hammonton, NJ)","(Hammonton, NJ)","RB, DB",35,29,4,,2,,,2.9,12
2018,"offense,touchdowns",97,Westen Halcom,Senior,Glen Rose (TX),(TX),"RB, LS",35,27,8,,,,,2.7,13
2018,"offense,touchdowns",98,Sawyer Racanelli,Junior,"Hockinson (Brush Prairie, WA)","(Brush Prairie, WA)","WR, OLB",35,11,21,,,2,1,2.7,13
2018,"offense,touchdowns",99,"Cody ""seth"" Dixon",Senior,Hereford (TX),(TX),RB,35,33,2,,,0,0,2.7,13
2018,"offense,touchdowns",100,TJ McDaniel,Senior,"Carroll (Southlake, TX)","(Southlake, TX)",RB,35,33,2,,,,,2.5,14
2018,"offense,touchdowns",251,Alex Castellanos,Junior,La Puente (CA),(CA),,29,28,1,,,,,2.9,10
2018,"offense,touchdowns",252,Bryce Huettner,Senior,"Iola-Scandinavia (Iola, WI)","(Iola, WI)","RB, MLB",29,29,0,0,0,,,2.9,10
2018,"offense,touchdowns",253,Jakobe Harris,Senior,"Tennyson (Hayward, CA)","(Hayward, CA)","RB, CB",29,25,2,,1,1,,2.9,10
2018,"offense,touchdowns",254,Tyvon Hardrick,Junior,"Victoria West (Victoria, TX)","(Victoria, TX)",,29,29,,,,,,2.9,10
2018,"offense,touchdowns",255,Jermaine Corbett,Junior,Long Branch (NJ),(NJ),"RB, CB",29,25,4,,,,,2.6,11
2018,"offense,touchdowns",256,Dalonte Baskerville,Senior,"Rosemont (Sacramento, CA)","(Sacramento, CA)","RB, CB",29,27,1,,,1,,2.6,11
2018,"offense,touchdowns",257,Patrick Connery,Senior,Kearney (MO),(MO),,29,23,5,,,1,,2.6,11
2018,"offense,touchdowns",258,Jonah Roberts,Junior,Windsor (MO),(MO),"RB, SS",29,26,3,,,,,2.6,11
2018,"offense,touchdowns",259,Will Fitzhugh,Junior,"Ouachita Christian (Monroe, LA)","(Monroe, LA)","WR, DB",29,18,9,,,,,2.4,12
2018,"offense,touchdowns",260,Trey Heidlage,Senior,Batesville (IN),(IN),"QB, WR",29,28,1,,,,,2.4,12
2018,"offense,touchdowns",261,Jt Hensley,Senior,"Sherman (Seth, WV)","(Seth, WV)","QB, DB",29,29,,,,,,2.4,12
2018,"offense,touchdowns",262,Dee Black,Junior,Jefferson (TX),(TX),"WR, CB",29,26,2,,,1,,2.4,12
2018,"offense,touchdowns",263,Ryan Clark,Senior,"East Stroudsburg South (East Stroudsburg, PA)","(East Stroudsburg, PA)","RB, OLB",29,27,2,,,,,2.4,12
2018,"offense,touchdowns",264,Aidan Galvan,Junior,"Monache (Porterville, CA)","(Porterville, CA)","LB, RB",29,26,,,1,,2,2.4,12
2018,"offense,touchdowns",265,Brian Battie,Junior,"Braden River (Bradenton, FL)","(Bradenton, FL)",RB,29,28,1,,,,,2.4,12
2018,"offense,touchdowns",266,Noah Bourgeois,Senior,"Notre Dame (Crowley, LA)","(Crowley, LA)","RB, SB",29,26,3,0,0,0,0,2.2,13
2018,"offense,touchdowns",267,Dayne Christiansen,Senior,Pleasant Grove (UT),(UT),"SB, RB",29,17,11,,,,1,2.2,13
2018,"offense,touchdowns",268,Jarquez Hunter,Sophomore,"Neshoba Central (Philadelphia, MS)","(Philadelphia, MS)","RB, OLB",29,26,1,1,1,,,2.2,13
2018,"offense,touchdowns",269,Heath Price,Senior,Watertown (TN),(TN),"ATH, LB",29,13,11,,1,2,1,2.2,13
2018,"offense,touchdowns",270,Uveekie Fields,Senior,Hawthorne (FL),(FL),"RB, SS",29,21,5,1,,1,1,2.2,13
2018,"offense,touchdowns",271,Hunter Ensley,Junior,Huntingdon (TN),(TN),"WR, SS",29,29,,,,,,2.2,13
2018,"offense,touchdowns",272,Cam Tucker,Junior,Palisade (CO),(CO),"QB, FS",29,28,,,1,,,2.2,13
2018,"offense,touchdowns",273,Ron Hoff,Junior,"Dutch Fork (Irmo, SC)","(Irmo, SC)","RB, OLB",29,25,4,,,,,2.2,13
2018,"offense,touchdowns",274,Quen Wilson,Senior,"Mary Persons (Forsyth, GA)","(Forsyth, GA)",RB,29,25,4,,,,,2.2,13
2018,"offense,touchdowns",275,Nico Vargas,Junior,"C.H. Yoe (Cameron, TX)","(Cameron, TX)","MLB, RB",29,27,2,,,,,2.2,13
2018,"offense,touchdowns",276,Iuden Romero,Junior,Stratford (TX),(TX),"RB, CB",29,26,3,,,,,2.1,14
2018,"offense,touchdowns",277,Ernest Ceasar,Sophomore,"East Chambers (Winnie, TX)","(Winnie, TX)","RB, FS",29,26,2,,,,1,2.1,14
2018,"offense,touchdowns",278,Brandon Marshall,Senior,"Raines (Jacksonville, FL)","(Jacksonville, FL)",RB,29,24,4,,,,1,2.1,14
2018,"offense,touchdowns",279,Qwontrel Walker,Sophomore,Stillwater (OK),(OK),RB,28,26,2,,,,0,3.1,9
2018,"offense,touchdowns",280,Parker Phillips,Senior,Anderson (CA),(CA),"RB, OLB",28,28,,,,,,2.8,10
2018,"offense,touchdowns",281,Parker Thomas,Junior,Grantsville (UT),(UT),,28,28,,,,,,2.8,10
2018,"offense,touchdowns",282,Liam O'mara,Senior,Queensbury (NY),(NY),"CB, RB",28,21,4,,1,2,,2.8,10
2018,"offense,touchdowns",283,Elijah Lear,Senior,"Bartlett (Anchorage, AK)","(Anchorage, AK)","RB, LB",28,28,,,,,,2.8,10
2018,"offense,touchdowns",284,Joe Soriano-Garfias,Senior,"North Pointe Prep (Phoenix, AZ)","(Phoenix, AZ)","WB, DB",28,27,,,,1,,2.5,11
2018,"offense,touchdowns",285,Tayvion Robinson,Senior,"Cox (Virginia Beach, VA)","(Virginia Beach, VA)","WR, CB",28,27,,,,1,,2.5,11
2018,"offense,touchdowns",286,Brec Alward,Senior,Alma (MI),(MI),"RB, CB",28,24,4,0,0,0,0,2.5,11
2018,"offense,touchdowns",287,Isaiah Woods,Senior,"Millennium (Tracy, CA)","(Tracy, CA)","RB, OLB",28,28,,,,,,2.5,11
2018,"offense,touchdowns",288,Ramon Manrriquez,Sophomore,Frost (TX),(TX),"RB, SS",28,15,9,,1,2,1,2.5,11
2018,"offense,touchdowns",289,Tyrell Smith,Senior,"Sheldon (Sacramento, CA)","(Sacramento, CA)","RB, LB",28,24,,2,,,2,2.5,11
2018,"offense,touchdowns",290,TJ King,Sophomore,"Dallas Christian (Mesquite, TX)","(Mesquite, TX)","RB, WR",28,21,7,,,2,,2.5,11
2018,"offense,touchdowns",291,Kiahn Martinez,Senior,"Regis Jesuit (Aurora, CO)","(Aurora, CO)",RB,28,20,7,,,1,,2.5,11
2018,"offense,touchdowns",292,Xavier Ugorji,Senior,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)",RB,28,27,1,,,,,2.3,12
2018,"offense,touchdowns",293,Kade Guerra,Sophomore,"Fort Bend Chargers HomeSchool (Sugar Land, TX)","(Sugar Land, TX)","RB, DB",28,23,4,,1,,,2.3,12
2018,"offense,touchdowns",294,West Streeter,Senior,Amity (OR),(OR),,28,28,,,,,,2.3,12
2018,"offense,touchdowns",295,James Mabry,Senior,Mooresville (IN),(IN),"RB, DB",28,27,,,,,,2.3,12
2018,"offense,touchdowns",296,Corey Siemer,Junior,"Foard (Newton, NC)","(Newton, NC)","RB, OLB",28,28,,,,,,2.3,12
2018,"offense,touchdowns",297,Blair Conwright,Senior,"Coronado (Lubbock, TX)","(Lubbock, TX)","QB, WR",28,1,25,,1,,1,2.3,12
2018,"offense,touchdowns",298,Jonny Barrett,Senior,"Mount Si (Snoqualmie, WA)","(Snoqualmie, WA)",WR,28,,28,,,,,2.3,12
2018,"offense,touchdowns",299,Cade Campbell,Junior,"Mississinewa (Gas City, IN)","(Gas City, IN)","RB, CB",28,26,2,,,,,2.3,12
2018,"offense,touchdowns",300,Raleek Brown,Freshman,"Edison (Stockton, CA)","(Stockton, CA)",ATH,28,18,9,,1,,,2.3,12
2018,"offense,touchdowns",301,Devon Starling,Senior,"Cane Ridge (Nashville, TN)","(Nashville, TN)","RB, DB",28,24,,,3,,1,2.3,12
2018,"offense,touchdowns",302,Alex Maxwell,Senior,"East Central (St. Leon, IN)","(St. Leon, IN)","QB, WR",28,28,0,,,,,2.3,12
2018,"offense,touchdowns",303,James Mabry,Senior,Mooresville (IN),(IN),"RB, DB",28,27,,,,,,2.3,12
2018,"offense,touchdowns",304,Luke Conner,Senior,Boonville (IN),(IN),"RB, DB",28,28,,,,,,2.3,12
2018,"offense,touchdowns",305,Xavier Ugorji,Senior,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)",RB,28,27,1,,,,,2.3,12
2018,"offense,touchdowns",306,Corey Siemer,Junior,"Foard (Newton, NC)","(Newton, NC)","RB, OLB",28,28,,,,,,2.3,12
2018,"offense,touchdowns",307,Blake Counts,Senior,"Flathead (Kalispell, MT)","(Kalispell, MT)",RB,28,23,5,,,,,2.2,13
2018,"offense,touchdowns",308,Zach Westmoreland,Junior,Joplin (MO),(MO),"WR, RB",28,11,13,,3,1,,2.2,13
2018,"offense,touchdowns",309,Cade Radam,Senior,"Creekview (Canton, GA)","(Canton, GA)",RB,28,24,4,,,,,2.2,13
2018,"offense,touchdowns",310,John Humphreys,Junior,"Corona del Mar (Newport Beach, CA)","(Newport Beach, CA)","WR, SS",28,,28,,,,,2.2,13
2018,"offense,touchdowns",311,Jacorrius Standfield,Senior,Okolona (MS),(MS),"RB, DB",28,19,1,,3,3,2,2.2,13
2018,"offense,touchdowns",312,Tyreke Brown,Senior,"Penns Grove (Carneys Point, NJ)","(Carneys Point, NJ)","ATH, LB",28,18,9,,1,,,2.2,13
2018,"offense,touchdowns",313,Isaiah Estes,Senior,Fayette (MO),(MO),"RB, MLB",28,28,,,,,,2.2,13
2018,"offense,touchdowns",314,Donavan Kirby,Senior,"Weir (Weirton, WV)","(Weirton, WV)","RB, DE",28,26,2,,,,,2.2,13
2018,"offense,touchdowns",315,Sawyer Morrow,Sophomore,"Penney (Hamilton, MO)","(Hamilton, MO)","DB, RB",28,26,0,,,1,1,2.2,13
2018,"offense,touchdowns",316,Travon Mathews,Senior,"Marion County (Buena Vista, GA)","(Buena Vista, GA)","RB, MLB",28,27,,,,,1,2.2,13
2018,"offense,touchdowns",317,David Sohn,Junior,"Leesville Road (Raleigh, NC)","(Raleigh, NC)","SS, RB",28,25,3,,,,,2.2,13
2018,"offense,touchdowns",318,Tyler Venables,Junior,"Daniel (Central, SC)","(Central, SC)","QB, SS",28,28,,,,,,2.2,13
2018,"offense,touchdowns",319,Isaiah Davis,Junior,Joplin (MO),(MO),"RB, OLB",28,28,,,,,,2.2,13
2018,"offense,touchdowns",320,James Burks,Senior,"Burke (Omaha, NE)","(Omaha, NE)","RB, FS",28,28,0,,,,,2.2,13
2018,"offense,touchdowns",321,Noah Palm,Junior,"Cocalico (Denver, PA)","(Denver, PA)","QB, FS",28,28,,0,0,,,2.2,13
2018,"offense,touchdowns",322,Ethan Howard,Senior,"Bandys (Catawba, NC)","(Catawba, NC)","FB, RB",28,26,,2,,,,2.0,14
2018,"offense,touchdowns",323,Chris Harness,Senior,Mishawaka (IN),(IN),FB,28,26,2,,,,,2.0,14
2018,"offense,touchdowns",324,D'marcus Ross,Senior,"Capital Christian (Sacramento, CA)","(Sacramento, CA)","RB, LB",28,20,7,,1,,,2.0,14
2018,"offense,touchdowns",325,Cole Williams,Senior,"Camp Point Central (Camp Point, IL)","(Camp Point, IL)","RB, DB",28,20,7,,,,1,2.0,14
2018,"offense,touchdowns",326,Jeremiah Hunter,Junior,"Central (Fresno, CA)","(Fresno, CA)",WR,28,,28,,,,,2.0,14
2018,"offense,touchdowns",327,Marquis Crosby,Sophomore,Seminary (MS),(MS),RB,28,24,2,,2,,,1.8,16
2018,"offense,touchdowns",328,Travian Canada,Senior,Reidsville (NC),(NC),"RB, OLB",28,22,6,,,,,1.8,16
2018,"offense,touchdowns",329,Adrian Villegas,Senior,"Bosco Tech (Rosemead, CA)","(Rosemead, CA)","RB, LB",27,24,2,,,,1,3.0,9
2018,"offense,touchdowns",330,Jordan Shelton,Senior,"Fort Bend Kempner (Sugar Land, TX)","(Sugar Land, TX)","RB, FS",27,27,0,,,,,2.7,10
2018,"offense,touchdowns",331,Tony Amerson,Senior,"St. James (Montgomery, AL)","(Montgomery, AL)",B,27,25,,,,,2,2.7,10
2018,"offense,touchdowns",332,Kaiden Harshberger,Senior,"East Noble (Kendallville, IN)","(Kendallville, IN)","RB, SB",27,21,6,,,,,2.7,10
2018,"offense,touchdowns",333,Shawn Charles,Senior,"Camelback (Phoenix, AZ)","(Phoenix, AZ)","WR, SS",27,3,17,,2,,2,2.7,10
2018,"offense,touchdowns",334,Johnathan Arceneaux,Sophomore,Whittier (CA),(CA),RB,27,26,1,,,,,2.7,10
2018,"offense,touchdowns",335,Sean Mccormick,Senior,"Churchill County (Fallon, NV)","(Fallon, NV)","WR, FS",27,23,1,,1,,2,2.7,10
2018,"offense,touchdowns",336,David Marquez,Junior,"Trivium Prep (Goodyear, AZ)","(Goodyear, AZ)","RB, LB",27,23,2,2,,,,2.7,10
2018,"offense,touchdowns",337,Kj Roudebush,Senior,Tipton (IN),(IN),"QB, FS",27,27,,,,,,2.5,11
2018,"offense,touchdowns",338,Gerald Turner,Senior,"Carlisle (Price, TX)","(Price, TX)","QB, DB",27,27,0,1,1,0,5,2.5,11
2018,"offense,touchdowns",339,Caleb Lahey,Junior,"Bismarck-Henning/Rossville-Alvin (Bismarck, IL)","(Bismarck, IL)","RB, MLB",27,27,,,,,,2.5,11
2018,"offense,touchdowns",340,Nate Boyle,Junior,Tamaqua (PA),(PA),"RB, LB",27,22,4,0,0,1,0,2.5,11
2018,"offense,touchdowns",341,Eli Larson,Sophomore,St. Paul (NE),(NE),"FB, MLB",27,23,2,1,,,1,2.5,11
2018,"offense,touchdowns",342,Zack Schneider,Junior,Coahoma (TX),(TX),"QB, DB",27,27,,,,,,2.5,11
2018,"offense,touchdowns",343,Elijah Hawkins,Senior,"Jordan (Los Angeles, CA)","(Los Angeles, CA)",ATH,27,19,6,,1,,1,2.5,11
2018,"offense,touchdowns",344,Thorsten Balmer,Senior,Boulder City (NV),(NV),"RB, OLB",27,26,1,,,,,2.5,11
2018,"offense,touchdowns",345,Josh Thomas,Senior,Estancia (NM),(NM),,27,22,5,,,,,2.5,11
2018,"offense,touchdowns",346,Jaxon Smith,Junior,Rockwall (TX),(TX),WR,27,6,20,,,1,,2.5,11
2018,"offense,touchdowns",347,Edwin Udengwu,Junior,"Glenn (Norwalk, CA)","(Norwalk, CA)","SS, RB",27,26,1,,,,,2.5,11
2018,"offense,touchdowns",348,Chris Romero,Senior,"North (Bakersfield, CA)","(Bakersfield, CA)","RB, DB",27,24,3,,,,,2.5,11
2018,"offense,touchdowns",349,Wyatt Keith,Senior,"Turners Falls/Pioneer Valley Regional (Montague, MA)","(Montague, MA)",RB,27,26,,,,,1,2.5,11
2018,"offense,touchdowns",350,Thomas English,Senior,"Cambridge/Salem (Cambridge, NY)","(Cambridge, NY)","RB, FS",27,23,2,,,1,1,2.5,11
2018,"offense,touchdowns",201,Mateo Sinohui,Senior,Valley Center (CA),(CA),RB,31,31,0,,,,1,2.6,12
2018,"offense,touchdowns",202,Colton Marshall,Junior,Hawley (TX),(TX),"RB, LB",31,27,2,,1,1,,2.6,12
2018,"offense,touchdowns",203,Kaden Douglas,Senior,Celeste (TX),(TX),"RB, MLB",31,30,1,,,,,2.4,13
2018,"offense,touchdowns",204,Kameron Harris-lusk,Senior,Fairview (TN),(TN),"WR, CB",31,16,15,,,,,2.4,13
2018,"offense,touchdowns",205,Brandon Gregory,Senior,Venice (FL),(FL),"RB, WR",31,29,2,,,,,2.4,13
2018,"offense,touchdowns",206,Michel Dukes,Senior,"First Baptist School (Charleston, SC)","(Charleston, SC)",RB,31,29,2,,,,,2.4,13
2018,"offense,touchdowns",207,Blaze Nelson,Senior,Heber Springs (AR),(AR),"LB, RB",31,31,0,,,,,2.4,13
2018,"offense,touchdowns",208,Marcus Crowley,Senior,"Trinity Christian Academy (Jacksonville, FL)","(Jacksonville, FL)",RB,31,28,3,,,,,2.2,14
2018,"offense,touchdowns",209,Conner Kestler,Junior,"Calhoun (Port Lavaca, TX)","(Port Lavaca, TX)","FS, QB",31,31,,,,,,2.2,14
2018,"offense,touchdowns",210,Jett Whitfield,Senior,New Deal (TX),(TX),"QB, S",31,30,,,,1,,2.2,14
2018,"offense,touchdowns",211,Kyle Silk,Junior,"United (Armagh, PA)","(Armagh, PA)","QB, CB",31,30,,,,,1,2.2,14
2018,"offense,touchdowns",212,Matthew Pemberton,Junior,"South View (Hope Mills, NC)","(Hope Mills, NC)","FS, RB",31,23,5,,,1,2,2.2,14
2018,"offense,touchdowns",213,Jaalen Rening,Junior,"Central Valley Christian (Visalia, CA)","(Visalia, CA)","RB, DB",31,24,3,,2,,2,2.1,15
2018,"offense,touchdowns",214,A I Nugent,Sophomore,Myrtle (MS),(MS),"LB, RB",30,27,,,3,,,3.8,8
2018,"offense,touchdowns",215,Rahsul Faison,Senior,"Salisbury School (Salisbury, CT)","(Salisbury, CT)","RB, CB",30,30,0,,,0,0,3.8,8
2018,"offense,touchdowns",216,Lane Whisennand,Senior,Elkhart (KS),(KS),"QB, CB",30,27,,,1,,2,3.0,10
2018,"offense,touchdowns",217,Lamarr Wilkins,Senior,Princeton (NC),(NC),"TB, DB",30,30,,,,,,3.0,10
2018,"offense,touchdowns",218,Tyler Wilridge,Senior,Tombstone (AZ),(AZ),"SS, RB",30,29,1,1,1,,1,3.0,10
2018,"offense,touchdowns",219,Marion Lukes,Junior,Charlestown (IN),(IN),"RB, SB",30,29,,,,,1,3.0,10
2018,"offense,touchdowns",220,"Zonovan ""bam"" Knight",Senior,"Southern Nash (Bailey, NC)","(Bailey, NC)","RB, CB",30,26,1,,,2,1,2.7,11
2018,"offense,touchdowns",221,Gavin Trevino,Senior,Jal (NM),(NM),"OLB, RB",30,28,2,,,,,2.7,11
2018,"offense,touchdowns",222,Deion Hankins,Senior,"Parkland (El Paso, TX)","(El Paso, TX)",RB,30,27,3,,,,,2.7,11
2018,"offense,touchdowns",223,Alex Rodgers,Senior,"Roncalli Catholic (Omaha, NE)","(Omaha, NE)","QB, RB",30,19,11,2,1,1,1,2.7,11
2018,"offense,touchdowns",224,Deondrick Glass,Senior,Katy (TX),(TX),"RB, SB",30,30,,,,,,2.7,11
2018,"offense,touchdowns",225,Charles Crawford iii,Junior,"Bishop Lynch (Dallas, TX)","(Dallas, TX)","DB, RB",30,29,1,,,,,2.7,11
2018,"offense,touchdowns",226,Cole Blubaugh,Junior,"Berlin Brothersvalley (Berlin, PA)","(Berlin, PA)","RB, DB",30,17,6,,,1,6,2.7,11
2018,"offense,touchdowns",227,Andre Washington,Senior,"Liberty Christian (Argyle, TX)","(Argyle, TX)","RB, OLB",30,20,10,,,,0,2.5,12
2018,"offense,touchdowns",228,James Ochoa,Junior,Arleta (CA),(CA),"TB, KR",30,25,4,,,,1,2.5,12
2018,"offense,touchdowns",229,Brady Feldmann,Senior,Highland (IL),(IL),RB,30,23,5,,,1,1,2.5,12
2018,"offense,touchdowns",230,Marcus Turner,Senior,Needles (CA),(CA),"RB, DB",30,27,3,,,,,2.5,12
2018,"offense,touchdowns",231,Jordan Garcia,Senior,Palm Desert (CA),(CA),"DL, RB",30,29,1,,,,,2.5,12
2018,"offense,touchdowns",232,Devin Hembry,Senior,"Hilldale (Muskogee, OK)","(Muskogee, OK)","RB, FS",30,26,3,,,,1,2.5,12
2018,"offense,touchdowns",233,Cody Ostler,Junior,Battle Mountain (NV),(NV),"RB, LB",30,26,4,,,,,2.5,12
2018,"offense,touchdowns",234,Jaden Shirden,Junior,"St. Joseph (Trumbull, CT)","(Trumbull, CT)",RB,30,26,4,,,,,2.3,13
2018,"offense,touchdowns",235,Brendyn Harris,Senior,"Lincoln Christian (Tulsa, OK)","(Tulsa, OK)","RB, CB",30,29,,,,,,2.3,13
2018,"offense,touchdowns",236,Zach Sanderson,Senior,"Northeast Metro RVT (Wakefield, MA)","(Wakefield, MA)","RB, DB",30,30,,,,,,2.3,13
2018,"offense,touchdowns",237,Stephen Kelly,Senior,Coudersport (PA),(PA),"RB, S",30,28,,,,,,2.3,13
2018,"offense,touchdowns",238,Atario Hester,Senior,"Randolph County (Wedowee, AL)","(Wedowee, AL)","RB, WR",30,26,3,,,,1,2.3,13
2018,"offense,touchdowns",239,Carson Steele,Sophomore,"Center Grove (Greenwood, IN)","(Greenwood, IN)",RB,30,29,1,,,,,2.3,13
2018,"offense,touchdowns",240,Jaden Jenkins,Senior,"Jefferson County (Louisville, GA)","(Louisville, GA)",QB,30,30,,,,,,2.3,13
2018,"offense,touchdowns",241,Timothy Peterson,Sophomore,"Ashe County (West Jefferson, NC)","(West Jefferson, NC)",RB,30,27,3,,,,,2.3,13
2018,"offense,touchdowns",242,John david White,Senior,"Pulaski Academy (Little Rock, AR)","(Little Rock, AR)",WR,30,0,30,,,,,2.1,14
2018,"offense,touchdowns",243,Chance Albrecht,Senior,Cuero (TX),(TX),"RB, DE",30,30,,,,,,2.1,14
2018,"offense,touchdowns",244,Bailey Sulzer,Senior,"West Valley (Cottonwood, CA)","(Cottonwood, CA)","RB, MLB",30,29,1,,,,,2.1,14
2018,"offense,touchdowns",245,Tijay Thomas,Junior,San Augustine (TX),(TX),"WR, RB",30,27,3,,,,,2.1,14
2018,"offense,touchdowns",246,Jourdan Townsend,Senior,Farrell (PA),(PA),"ATH, WR",30,5,24,,,1,,2.0,15
2018,"offense,touchdowns",247,Kenric Jameison,Senior,"Linfield Christian (Temecula, CA)","(Temecula, CA)","RB, S",30,28,1,1,,,,2.0,15
2018,"offense,touchdowns",248,Paul m Rosa,Junior,"Wilcox (Santa Clara, CA)","(Santa Clara, CA)","RB, WR",30,20,8,,2,,,2.0,15
2018,"offense,touchdowns",249,Carter Bates,Senior,Edgewood (TX),(TX),"RB, CB",29,26,3,,,,,3.6,8
2018,"offense,touchdowns",250,Bryce Huettner,Senior,"Iola-Scandinavia (Iola, WI)","(Iola, WI)","RB, MLB",29,29,0,0,0,,,2.9,10
2018,"offense,touchdowns",1,Charlie Spegal,Junior,New Palestine (IN),(IN),"RB, LB",70,68,2,,,,,5.0,14
2018,"offense,touchdowns",2,Kade Scott,Senior,"Pawnee Heights (Rozel, KS)","(Rozel, KS)","FB, MLB",63,52,8,,,1,2,6.3,10
2018,"offense,touchdowns",3,Austin Brown,Senior,"Madison (Madison Heights, MI)","(Madison Heights, MI)",QB,61,37,,,,,,4.4,14
2018,"offense,touchdowns",4,Lee Witherspoon,Senior,"North Jackson (Stevenson, AL)","(Stevenson, AL)","HB, DB",59,53,1,,1,3,1,4.9,12
2018,"offense,touchdowns",5,Christian Hunter,Senior,"Kaiser (Fontana, CA)","(Fontana, CA)","RB, SB",58,55,1,,1,,1,3.6,16
2018,"offense,touchdowns",6,Jacardia Wright,Senior,"St. Teresa (Decatur, IL)","(Decatur, IL)","RB, FS",55,48,3,,1,3,,4.2,13
2018,"offense,touchdowns",7,Joseph Todd,Senior,"Santee (Los Angeles, CA)","(Los Angeles, CA)",ATH,51,46,2,,,,3,3.4,15
2018,"offense,touchdowns",8,Keaton Mitchell,Junior,"Eagle's Landing Christian Academy (McDonough, GA)","(McDonough, GA)","RB, CB",49,49,,,,,,3.5,14
2018,"offense,touchdowns",9,Peyton Dixon,Senior,"Bishop Manogue (Reno, NV)","(Reno, NV)","RB, FS",49,45,4,,,,,3.5,14
2018,"offense,touchdowns",10,Jase McClellan,Junior,Aledo (TX),(TX),"RB, WR",48,47,1,,,,,3.4,14
2018,"offense,touchdowns",11,Cameron Skattebo,Junior,Rio Linda (CA),(CA),"RB, LB",48,42,3,1,,,2,3.2,15
